code_pme;source;code_insee_commune;axe;pr_debut;abscisse_debut;pr_fin;abscisse_fin;sens_gestionnaire;sens_cardinal;sens_migratoire;sens_giratoire;longueur;nb_voies;x_deb;y_deb;x_fin;y_fin;code_traficolor
MZE54.X1;DIRE;415454328;A330;54PR4D;100;FRD;0;1;NORD_SUD;Y;;5935;0;934536.0;6841123.0;934109.0;6835327.0;NA54
MZE54.X2;DIRE;415454328;A330;54PR4G;100;FRG;0;1;SUD_NORD;W;;5938;0;934549.0;6841127.0;934120.0;6835328.0;NA54
A9001210200;DIRN;;;;0;;;;;;;0;0;;;;;
MUM76.N2;DIRNO;237676540;N28;76PR3G;0;76PR3G;1122;1;NORD_SUD;W;;1109;0;564985.0;6928953.0;564985.0;6928953.0;RO76
MB133.K2;DIRA;723333318;A630;33PR21G;275;33PR21G;942;1;SUD_NORD;W;INTERIEUR;667;3;410550.84;6418351.5;410550.84;6418351.5;BX33
MB133.K1;DIRA;723333318;A630;33PR21D;272;33PR21D;939;1;NORD_SUD;Y;EXTERIEUR;667;3;410548.2;6418349.5;410548.2;6418349.5;BX33
MQA01.D1;DIRCE;;;;0;;;;;;;0;0;;;;;
A0022010700;DIRN;;;;0;;;;;;;0;0;;;;;
MQA01.D2;DIRCE;;;;0;;;;;;;0;0;;;;;
N0041020400;DIRN;;;;0;;;;;;;0;0;;;;;
A0023020720;DIRN;;;;0;;;;;;;0;0;;;;;
MY369.B2;DIRCE;826969029;A43;69PR2G;797;69PR3G;349;1;EST_OUEST;W;;0;0;848245.4;6516047.0;849228.4;6515868.0;LY69
MY369.B1;DIRCE;826969029;A43;69PR2D;723;69PR3D;349;1;OUEST_EST;Y;;0;0;848239.75;6516036.5;849227.5;6515857.0;LY69
MYK69.C1;DIRCE;826969275;N346;69PR30D;785;69PR31D;999;1;NORD_SUD;Y;;0;0;851974.75;6522393.0;852668.5;6521739.0;LY69
MYK69.C2;DIRCE;826969275;N346;69PR31G;336;69PR31G;999;1;SUD_NORD;W;;0;0;852671.44;6521749.5;852671.44;6521749.5;LY69
MQR69.J1;DIRCE;;;;0;;;;;;;0;0;;;;;
MQR69.J2;DIRCE;;;;0;;;;;;;0;0;;;;;
MM313.Q1;DIRMED;931313055;A50;13PR8D;285;13PR8D;785;1;OUEST_EST;Y;;499;0;902022.5;6246665.0;902022.5;6246665.0;MA13
A0022020500;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.f2;DIRMED;931313055;A55;13PR2G;400;13PR2G;900;1;OUEST_EST;Y;;500;0;891871.0;6249264.0;891871.0;6249264.0;MA13
MB831.N3;DIRSO;733131555;A620;31PR12D;925;31PR13D;517;1;NORD_SUD;Y;EXTERIEUR;640;0;573220.9;6275857.5;574071.9;6276419.5;TO31
MMT34.H1;DIRMC;913434259;A750;34PR10D;0;34PR15D;0;1;EST_OUEST;W;;4243;0;761264.25;6281864.5;757146.94;6281296.5;DIRMC
MUM76.Q2;DIRNO;237676497;N338;76PR1G;377;76PR2G;243;1;NORD_SUD;Y;;871;0;558253.3;6922313.0;557700.25;6923134.0;RO76
MB831.N2;DIRSO;733131555;A620;31PR12G;925;31PR13G;517;1;SUD_NORD;W;INTERIEUR;635;0;573217.8;6275883.5;574066.4;6276431.5;TO31
MMT34.H2;DIRMC;913434259;A750;34PR10G;0;34PR15G;0;1;OUEST_EST;Y;;4242;0;761264.8;6281853.0;757148.8;6281283.0;DIRMC
MUM76.Q1;DIRNO;237676497;N338;76PR1D;377;76PR2D;243;1;SUD_NORD;W;;889;0;558253.06;6922313.5;557699.94;6923134.5;RO76
A0025020700;DIRN;;;;0;;;;;;;0;0;;;;;
MM113.q2;DIRMED;931313015;A51;13PR8G;849;13PR9G;349;1;NORD_SUD;Y;;506;0;894016.7;6264361.5;894544.0;6265203.5;MA13
MYL42.W2;DIRCE;824242237;N88;42PR33G;250;42PR34G;800;1;SUD_NORD;W;;1547;0;814249.7;6483524.0;813360.3;6483079.5;ST42
MYL42.W1;DIRCE;824242237;N88;42PR33D;250;42PR34D;800;1;NORD_SUD;Y;;1538;0;814244.56;6483536.5;813354.9;6483090.0;ST42
MQA01.C2;DIRCE;;;;0;;;;;;;0;0;;;;;
MQA01.C1;DIRCE;;;;0;;;;;;;0;0;;;;;
N93563b0150;DIRN;;;;0;;;;;;;0;0;;;;;
MM813.n2;DIRMED;931313055;A7;13PR279G;86;13PR279G;586;1;SUD_NORD;W;;500;0;892891.9;6251195.5;892891.9;6251195.5;MA13
MYK69.D1;DIRCE;826969275;N346;69PR32D;656;69PR33D;326;1;NORD_SUD;Y;;0;0;853669.75;6521617.0;854229.0;6520904.0;LY69
MYK69.D2;DIRCE;826969275;N346;69PR32G;655;69PR34G;390;1;SUD_NORD;W;;0;0;853671.9;6521627.5;854293.1;6519961.5;LY69
MQR69.K2;DIRCE;;;;0;;;;;;;0;0;;;;;
MYR69.A2;DIRCE;826969297;A47;69PR1G;520;69PR2G;200;1;OUEST_EST;W;;0;0;839223.0;6500280.5;838288.2;6500497.0;ST42
MM513.e2;DIRMED;931313055;A55;13PR2G;0;13PR2G;392;1;OUEST_EST;Y;;392;0;891871.0;6249264.0;891871.0;6249264.0;MA13
MM313.R1;DIRMED;931313055;A50;13PR8D;745;13PR9D;245;1;OUEST_EST;Y;;500;0;902022.5;6246665.0;902995.75;6246431.0;MA13
MYR69.A1;DIRCE;826969297;A47;69PR1D;520;69PR2D;200;1;EST_OUEST;Y;;0;0;839222.7;6500291.5;838287.25;6500508.0;ST42
MZO57.22;DIRE;415757582;A30;57PR0G;0;57PR7G;765;1;OUEST_EST;Y;;7912;0;930761.06;6914164.5;924799.3;6917260.5;ME57
MQR69.K1;DIRCE;;;;0;;;;;;;0;0;;;;;
MZO57.21;DIRE;415757582;A30;57PR0D;0;57PR7D;765;1;EST_OUEST;W;;8006;0;930866.75;6914169.0;924807.0;6917280.5;ME57
MB831.O2;DIRSO;733131555;A620;31PR14G;896;31PR15G;464;1;SUD_NORD;W;INTERIEUR;546;0;574945.8;6276091.0;575904.6;6276051.5;TO31
MUM76.P1;DIRNO;237676541;A151;76PR0D;0;76PR2D;316;1;SUD_NORD;Y;;2256;0;554496.0;6935774.0;555184.6;6937394.0;RO76
MB831.O3;DIRSO;733131555;A620;31PR14D;896;31PR15D;464;1;NORD_SUD;Y;EXTERIEUR;560;0;574943.4;6276087.0;575906.44;6276048.5;TO31
MUM76.P2;DIRNO;237676541;A151;76PR1G;0;76PR2G;316;1;NORD_SUD;W;;1311;0;554498.3;6936658.0;555178.6;6937404.0;RO76
M08SF.12;DIRSO;733131555;A61;31PR239GC;150;31PR241GC;0;1;EST_OUEST;W;EXTERIEUR;1848;0;578299.25;6274458.0;579032.1;6272645.5;TO31
MUM76.K2;DIRNO;237676728;A150;76PR5G;943;76PR7G;618;1;NORD_SUD;W;;1688;0;556426.2;6932611.0;555062.8;6934027.5;RO76
M08SF.11;DIRSO;733131555;A620;31PR18DC;400;31PR19DC;581;1;NORD_SUD;Y;;1177;0;577973.56;6274403.5;578425.5;6273509.0;TO31
MUM76.K1;DIRNO;237676410;A150;76PR5D;943;76PR7D;618;1;SUD_NORD;Y;;1668;0;556442.9;6932625.5;555086.06;6934028.0;RO76
MB233.w2;DIRA;723333075;A630;33PR10G;302;33PR10G;1017;1;SUD_NORD;W;INTERIEUR;715;3;414051.8;6427035.0;414051.8;6427035.0;BX33
MwI35.A1;DIRO;;;;;;;;;;;0;0;;;;;
A0001011000;DIRN;;;;0;;;;;;;0;0;;;;;
MB233.w1;DIRA;723333075;A630;33PR10D;301;33PR10D;1010;1;NORD_SUD;Y;EXTERIEUR;719;3;414042.7;6427039.0;414042.7;6427039.0;BX33
N0227010050;DIRN;;;;0;;;;;;;0;0;;;;;
MwI35.A2;DIRO;533535334;N0136;26;981;;;2;;;;2252;2;;;;;
MYK69.A1;DIRCE;826969256;N346;69PR28D;176;69PR29D;16;1;NORD_SUD;Y;;0;0;850847.06;6523754.0;851739.56;6523326.5;LY69
MYK69.A2;DIRCE;826969256;N346;69PR28G;175;69PR29G;15;1;SUD_NORD;W;;0;0;850853.3;6523764.0;851747.7;6523333.0;LY69
M08SF.14;DIRSO;733131555;A620;31PR18GC;400;31PR19GC;581;1;SUD_NORD;W;;1178;0;577992.94;6274403.5;578484.0;6273555.0;TO31
MWJ35.U1;DIRO;;;;;;;;;;;0;0;;;;;
M08SF.13;DIRSO;733131555;A61;31PR239DC;150;31PR241DC;0;1;OUEST_EST;Y;INTERIEUR;1850;0;578270.56;6274456.0;579007.25;6272629.5;TO31
MWJ35.U2;DIRO;;;;;;;;;;;0;0;;;;;
MM313.O1;DIRMED;931313055;A50;13PR7D;259;13PR7D;759;1;OUEST_EST;Y;;502;0;901051.4;6246899.5;901051.4;6246899.5;MA13
MB831.H6;DIRSO;733131069;A621;31PR3G;550;31PR3G;986;1;OUEST_EST;W;;438;0;569683.8;6282000.0;569683.8;6282000.0;TO31
MRC14.72;DIRNO;251414438;A84;14PR256G;0;14PR259G;101;1;EST_OUEST;Y;;3071;0;443871.3;6899846.5;446605.5;6900890.5;CA14
MM513.h2;DIRMED;931313055;A55;13PR3G;481;13PR3G;981;1;OUEST_EST;Y;;504;0;891637.0;6250172.0;891637.0;6250172.0;MA13
MY669.J2;DIRCE;;;;0;;;;;;;0;0;;;;;
A0022022500;DIRN;;;;0;;;;;;;0;0;;;;;
MBG33.n1;DIRA;723333013;N230;33PR40D;340;33PR41D;75;1;SUD_NORD;W;EXTERIEUR;726;3;423318.75;6422603.5;423183.12;6423583.5;BX33
MZO57.91;DIRE;415757666;A31;57PR333D;600;57PR336D;800;1;SUD_NORD;W;;3207;0;927869.9;6921320.0;925659.1;6921814.5;ME57
MZO57.92;DIRE;415757666;A31;57PR333G;600;57PR336G;800;1;NORD_SUD;Y;;3207;0;927872.2;6921302.5;925640.9;6921812.5;ME57
MQR69.D1;DIRCE;;;;0;;;;;;;0;0;;;;;
MRC14.71;DIRNO;251414438;A84;14PR256D;0;14PR259D;101;1;OUEST_EST;W;;3069;0;443878.2;6899830.0;446610.28;6900874.0;CA14
MQR69.D2;DIRCE;;;;0;;;;;;;0;0;;;;;
M08SF.01;DIRSO;733131555;A61;31PR237DC;350;31PR239DC;150;1;OUEST_EST;Y;INTERIEUR;1800;0;578565.8;6276391.5;578270.56;6274456.0;TO31
MUM76.J1;DIRNO;237676540;N31;76PR0D;0;76PR1D;365;1;OUEST_EST;Y;;1053;0;563762.0;6928164.0;564357.5;6927860.0;RO76
N0356011500;DIRN;;;;0;;;;;;;0;0;;;;;
MUM76.J2;DIRNO;237676540;N31;76PR0G;0;76PR1G;365;1;EST_OUEST;W;;1004;0;563725.9;6928190.0;564326.0;6927981.0;RO76
MB233.x1;DIRA;723333162;A630;33PR14D;330;33PR15D;570;1;NORD_SUD;Y;EXTERIEUR;1053;3;410798.47;6424325.0;410389.7;6423624.0;BX33
MQA01.E2;DIRCE;;;;0;;;;;;;0;0;;;;;
MQA01.E1;DIRCE;;;;0;;;;;;;0;0;;;;;
MYK69.B2;DIRCE;826969256;N346;69PR29G;677;69PR30G;72;1;SUD_NORD;W;;0;0;851747.7;6523333.0;851984.25;6522394.5;LY69
MY369.A2;DIRCE;826969029;A0043;2;519;;;2;;;;0;0;;;;;
MY369.A1;DIRCE;826969029;A0043;2;521;;;1;;;;0;0;;;;;
M08SF.02;DIRSO;733131555;A61;31PR237GC;350;31PR239GC;150;1;EST_OUEST;W;EXTERIEUR;1797;0;578592.06;6276379.0;578299.25;6274458.0;TO31
MYK69.B1;DIRCE;826969256;N346;69PR29D;678;69PR30D;73;1;NORD_SUD;Y;;0;0;851739.56;6523326.5;851974.75;6522393.0;LY69
MM313.P1;DIRMED;931313055;A50;13PR7D;805;13PR10D;314;1;OUEST_EST;Y;;3006;0;901051.4;6246899.5;903969.44;6246199.0;MA13
M28SF.21;DIRSO;733131555;A61;31PR231DC;800;31PR233DC;100;1;OUEST_EST;Y;INTERIEUR;1300;0;577216.8;6282074.5;577621.25;6280137.5;TO31
A0001010150;DIRN;;;;0;;;;;;;0;0;;;;;
MWL44.V1;DIRO;524444162;N844;44PR31D;200;44PR31D;910;1;EST_OUEST;Y;INTERIEUR;712;0;350446.22;6691359.0;350446.22;6691359.0;NA44
MZO57.82;DIRE;415757269;A31;57PR325G;0;57PR328G;100;1;NORD_SUD;Y;;3102;0;931546.8;6916121.0;931542.25;6919098.5;ME57
M28SF.22;DIRSO;733131555;A61;31PR231GC;800;31PR233GC;100;1;EST_OUEST;W;EXTERIEUR;1299;0;577241.75;6282079.0;577652.0;6280137.5;TO31
MB831.I2;DIRSO;733131555;A624;31PR3G;606;31PR3G;880;1;OUEST_EST;W;;796;0;568208.2;6280216.5;568208.2;6280216.5;TO31
MBw87.72;DIRCO;748787085;A20;87PR175G;300;87PR176G;700;1;SUD_NORD;W;;1230;0;567611.94;6534378.5;567605.2;6533549.5;LI87
MQR69.E1;DIRCE;;;;0;;;;;;;0;0;;;;;
MZO57.81;DIRE;415757269;A31;57PR325D;0;57PR328D;100;1;SUD_NORD;W;;3096;0;931568.94;6916124.5;931566.7;6919099.0;ME57
MQR69.E2;DIRCE;;;;0;;;;;;;0;0;;;;;
MB831.I1;DIRSO;733131555;N124;31PR6D;0;31PR6D;525;1;EST_OUEST;W;;800;0;567272.75;6280268.0;567272.75;6280268.0;TO31
MB233.u2;DIRA;723333318;A630;22;992;;;2;;;;627;3;;;;;
MB333.a2;DIRA;723333075;A630;33PR7G;675;33PR8G;367;1;SUD_NORD;W;INTERIEUR;674;3;416778.5;6427454.0;415787.34;6427594.0;BX33
MB233.u1;DIRA;723333318;A630;22;998;;;1;;;;634;3;;;;;
MB333.a1;DIRA;723333075;A630;33PR7D;590;33PR8D;288;1;NORD_SUD;Y;EXTERIEUR;673;3;416780.2;6427467.5;415789.1;6427608.0;BX33
MB333.a8;DIRA;723333063;A630;33PR6G;1332;33PR7G;675;1;SUD_NORD;W;INTERIEUR;820;0;418245.84;6427222.0;416778.5;6427454.0;BX33
MB333.a7;DIRA;723333063;A630;33PR6D;1338;33PR7D;590;1;NORD_SUD;Y;EXTERIEUR;747;0;418249.56;6427235.0;416780.2;6427467.5;BX33
Mrc14.A2;DIRNO;251414118;N814;14PR4G;65;14PR5G;900;1;OUEST_EST;W;INTERIEUR;1828;0;456753.12;6904598.0;456047.1;6905275.0;CA14
N0041020600;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.k2;DIRMED;931313055;A55;13PR4G;796;13PR5G;296;1;OUEST_EST;Y;;501;0;891002.0;6250929.0;890515.0;6251715.0;MA13
MSR69.E1;DIRCE;;;;0;;;;;;;0;0;;;;;
MSR69.E2;DIRCE;;;;0;;;;;;;0;0;;;;;
A0025010700;DIRN;;;;0;;;;;;;0;0;;;;;
A0002011230;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.M1;DIRMED;931313055;A50;13PR6D;309;13PR6D;809;1;OUEST_EST;Y;;499;0;900066.7;6247073.0;900066.7;6247073.0;MA13
MZO57.71;DIRE;415757663;A31;57PR317D;900;57PR320D;200;1;SUD_NORD;W;;4483;0;931559.7;6908428.5;931273.8;6911336.5;ME57
A0025020500;DIRN;;;;0;;;;;;;0;0;;;;;
MZO57.72;DIRE;415757672;A31;57PR331G;400;57PR333G;600;1;NORD_SUD;Y;;4484;0;929874.44;6921116.5;927872.2;6921302.5;ME57
MQR69.F1;DIRCE;;;;0;;;;;;;0;0;;;;;
MQR69.F2;DIRCE;;;;0;;;;;;;0;0;;;;;
MB831.J1;DIRSO;733131555;A624;31PR1D;215;31PR1D;844;1;EST_OUEST;Y;;635;0;570011.25;6280054.5;570011.25;6280054.5;TO31
MB831.J2;DIRSO;733131555;A624;31PR1G;169;31PR1G;795;1;OUEST_EST;W;;618;0;569998.4;6280040.0;569998.4;6280040.0;TO31
M08SF.22;DIRSO;;;;0;;;;;;;0;0;;;;;
MB333.b4;DIRA;723333318;A63;33PR0G;0;33PR0G;1560;1;SUD_NORD;W;;1560;3;412869.28;6416508.0;412869.28;6416508.0;BX33
MUM76.L2;DIRNO;237676212;N31;76PR2G;344;76PR4U;0;1;EST_OUEST;W;;1602;0;565281.2;6928035.5;566609.25;6928540.0;RO76
M08SF.21;DIRSO;;;;0;;;;;;;0;0;;;;;
MWK35.D2;DIRO;;;;;;;;;;;0;0;;;;;
MB333.b2;DIRA;723333318;A630;33PR24G;211;33PR25G;97;1;SUD_NORD;W;INTERIEUR;907;3;412498.3;6416473.5;413525.12;6416558.5;BX33
MWK35.D1;DIRO;;;;;;;;;;;0;0;;;;;
MBG33.n2;DIRA;723333013;N230;33PR40G;339;33PR40G;941;1;NORD_SUD;Y;INTERIEUR;602;3;423305.56;6422600.0;423305.56;6422600.0;BX33
MwI35.B2;DIRO;;;;;;;;;;;0;0;;;;;
MwI35.B1;DIRO;;;;;;;;;;;0;0;;;;;
A0002021290;DIRN;;;;0;;;;;;;0;0;;;;;
A0022011600;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.j2;DIRMED;931313055;A55;13PR4G;305;13PR4G;805;1;OUEST_EST;Y;;497;0;891002.0;6250929.0;891002.0;6250929.0;MA13
MYP63.42;DIRMC;836363113;A711;63PR1G;0;63PR6G;409;1;EST_OUEST;Y;;5012;0;710816.0;6519516.0;714899.3;6520413.5;DIRMC
MQR69.G1;DIRCE;;;;0;;;;;;;0;0;;;;;
MYP63.41;DIRMC;836363113;A711;63PR1D;0;63PR6D;409;1;OUEST_EST;W;;5035;0;710805.0;6519508.0;714910.5;6520397.0;DIRMC
MM313.N1;DIRMED;931313055;A50;13PR6D;715;13PR7D;215;1;OUEST_EST;Y;;501;0;900066.7;6247073.0;901051.4;6246899.5;MA13
MZO57.62;DIRE;415757463;A31;57PR307G;687;57PR313G;327;1;NORD_SUD;Y;;5662;0;932313.6;6898550.0;931384.4;6904487.0;ME57
MB831.K1;DIRSO;733131555;A624;31PR0D;571;31PR0D;999;1;EST_OUEST;Y;;433;0;571112.0;6279802.0;571112.0;6279802.0;TO31
MM113.t2;DIRMED;931313015;A51;13PR10G;405;13PR10G;905;1;NORD_SUD;Y;;499;0;894837.56;6266130.5;894837.56;6266130.5;MA13
MZO57.61;DIRE;415757463;A31;57PR307D;687;57PR313D;327;1;SUD_NORD;W;;5661;0;932345.9;6898548.5;931408.6;6904488.5;ME57
MQR69.G2;DIRCE;;;;0;;;;;;;0;0;;;;;
MB831.K2;DIRSO;733131555;A624;31PR0G;773;31PR0G;1167;1;OUEST_EST;W;;390;0;571192.44;6279836.5;571192.44;6279836.5;TO31
MUM76.L1;DIRNO;237676212;N31;76PR2D;344;76PR4U;0;1;OUEST_EST;Y;;1607;0;565287.4;6928027.0;566609.25;6928540.0;RO76
